685,683,165,31,1
684,685,350,52,1
686,684,184,31,1
685,686,285,39,1
686,685,183,31,1
682,686,201,52,1
685,682,165,30,1
685,685,348,51,1
692,685,115,36,1
689,692,59,29,1
625,689,122,30,1
363,625,15,30,1
78,1756,48,26,1
919,78,35,26,1
79,919,50,26,1
1080,79,34,26,1
999,1080,114,29,1
1001,999,112,30,1
1099,1001,134,28,1
98,1099,72,28,1
77,98,53,26,1
180,77,95,27,1
77,180,53,29,1
78,77,53,27,1
119,78,95,30,1
221,119,195,31,1
1493,221,117,29,1
61,1493,32,26,1
59,61,31,27,1
878,59,95,28,1
99,878,70,27,1
78,99,53,28,1
1173,78,14,24,1
78,1173,52,28,1
159,78,134,33,1
138,159,113,29,1
620,138,94,30,1
79,620,51,27,1
137,79,110,35,1
81,137,32,26,1
1293,81,93,29,1
99,1293,75,29,1
118,99,93,28,1
99,118,74,27,1
320,99,116,26,1
184,320,154,34,1
76,184,28,26,1
736,76,92,28,1
60,736,31,26,1
58,60,31,28,1
125,58,112,28,1
79,125,55,28,1
177,79,151,29,1
120,177,97,28,1
1449,120,195,31,1
80,1449,32,28,1
79,80,51,28,1
201,79,167,30,1
233,201,207,29,1
482,233,116,27,1
99,482,70,28,1
78,99,54,28,1
1249,78,16,25,1
78,1249,33,27,1
77,78,53,28,1
140,77,117,27,1
60,140,34,27,1
156,60,134,29,1
561,156,96,27,1
137,561,111,33,1
79,137,34,28,1
1173,79,93,29,1
50,1173,195,32,1
240,50,213,34,1
80,240,32,28,1
678,80,92,29,1
57,678,30,27,1
58,57,31,28,1
1112,58,75,27,1
140,1112,89,25,1
59,140,30,28,1
60,59,30,27,1
736,60,132,28,1
216,736,191,27,1
60,216,35,29,1
1132,60,215,34,1
58,1132,29,27,1
59,58,31,26,1
738,59,117,33,1
156,738,134,34,1
220,156,194,30,1
1233,220,116,28,1
60,1233,32,27,1
60,60,32,25,1
737,60,75,34,1
98,737,74,29,1
58,98,31,29,1
99,58,74,28,1
1113,99,115,28,1
60,1113,31,25,1
61,60,31,25,1
735,61,113,29,1
180,735,151,34,1
76,180,31,28,1
1113,76,96,29,1
60,1113,31,28,1
59,60,31,26,1
125,59,94,27,1
61,125,32,24,1
739,61,154,26,1
58,739,15,28,1
216,58,191,30,1
59,216,35,28,1
1130,59,117,32,1
155,1130,131,28,1
702,155,114,32,1
173,702,148,28,1
122,173,95,27,1
161,122,138,31,1
1316,161,114,29,1
59,1316,32,27,1
801,59,111,28,1
75,801,51,28,1
99,75,74,35,1
1034,99,114,27,1
59,1034,31,26,1
59,59,32,27,1
739,59,96,35,1
196,739,169,33,1
80,196,36,27,1
1134,80,93,30,1
59,1134,32,27,1
58,59,32,26,1
162,58,133,31,1
579,162,49,28,1
138,579,89,27,1
58,138,31,28,1
72,58,75,28,1
59,72,33,27,1
1192,59,196,29,1
61,1192,31,26,1
60,61,30,27,1
125,60,152,27,1
81,125,57,28,1
177,81,152,27,1
60,177,35,27,1
158,60,134,29,1
462,158,96,27,1
58,462,15,24,1
158,58,132,34,1
179,158,151,29,1
1293,179,197,30,1
956,1293,212,33,1
99,956,75,30,1
116,99,91,29,1
100,116,75,28,1
1312,100,117,27,1
242,1312,212,34,1
80,242,32,28,1
675,80,90,29,1
180,675,150,35,1
77,180,30,27,1
261,77,94,30,1
139,261,90,27,1
58,139,30,29,1
1192,58,94,28,1
60,1192,30,25,1
63,60,31,27,1
1010,63,169,29,1
59,1010,30,26,1
59,59,30,28,1
1251,59,134,29,1
76,1251,52,28,1
141,76,117,27,1
59,141,34,28,1
120,59,94,29,1
734,120,114,35,1
61,734,32,26,1
59,61,31,27,1
1211,59,154,30,1
1090,1211,152,28,1
61,1090,32,27,1
59,61,31,28,1
1253,59,177,30,1
241,1253,211,31,1
80,241,33,28,1
618,80,91,29,1
58,618,16,28,1
177,58,155,29,1
184,177,153,30,1
1411,184,171,28,1
57,1411,12,27,1
158,57,133,29,1
216,158,194,35,1
619,216,194,29,1
136,619,113,29,1
61,136,37,27,1
158,61,136,29,1
1347,158,96,26,1
239,1347,209,32,1
79,239,31,28,1
717,79,91,30,1
1036,717,167,29,1
138,1036,89,26,1
57,138,31,26,1
60,57,33,26,1
739,60,74,28,1
76,739,52,28,1
98,76,74,31,1
1031,98,72,27,1
60,1031,31,24,1
58,60,30,28,1
737,58,56,26,1
195,737,169,33,1
81,195,36,27,1
1130,81,94,30,1
57,1130,30,28,1
58,57,31,28,1
738,58,116,28,1
139,738,90,27,1
57,139,29,28,1
72,57,118,28,1
59,72,32,26,1
1189,59,178,28,1
61,1189,32,26,1
57,61,30,28,1
1013,57,194,34,1
58,1013,30,28,1
1189,58,75,28,1
158,1189,134,29,1
216,158,194,36,1
756,216,195,29,1
58,756,32,28,1
1184,58,174,28,1
95,1184,71,29,1
155,95,133,28,1
875,155,116,28,1
59,875,31,27,1
1187,59,135,29,1
138,1187,115,28,1
176,138,150,35,1
82,176,36,27,1
733,82,93,30,1
57,733,30,28,1
71,57,137,27,1
59,71,31,27,1
57,59,30,27,1
1302,57,76,27,1
58,1302,13,27,1
78,58,53,29,1
1049,78,212,32,1
59,1049,32,27,1
1149,59,113,29,1
216,1149,192,32,1
255,216,115,28,1
97,255,71,28,1
80,97,56,29,1
754,80,74,29,1
57,754,16,25,1
217,57,191,28,1
180,217,152,29,1
1386,180,198,27,1
254,1386,229,32,1
81,254,37,26,1
653,81,92,29,1
138,653,111,31,1
80,138,35,24,1
1206,80,94,29,1
138,1206,89,25,1
57,138,30,27,1
60,57,32,26,1
159,60,130,31,1
574,159,49,29,1
138,574,89,27,1
58,138,31,26,1
61,58,31,25,1
181,61,152,31,1
1289,181,50,28,1
59,1289,32,26,1
58,59,32,26,1
872,58,114,30,1
58,872,31,26,1
61,58,31,27,1
224,61,196,29,1
346,224,48,29,1
59,346,32,25,1
60,59,33,28,1
1243,60,117,33,1
58,1243,30,27,1
57,58,32,28,1
122,57,153,27,1
81,122,55,28,1
114,81,90,28,1
216,114,190,31,1
413,216,114,28,1
99,413,70,28,1
80,99,52,28,1
180,80,71,28,1
114,180,88,27,1
140,114,110,32,1
76,140,29,27,1
496,76,91,28,1
282,0,264,47,1
1273,282,144,47,1
270,1273,198,59,1
213,270,201,47,1
490,213,91,38,1
171,490,156,47,1
934,171,287,50,1
442,934,44,25,1
81,442,29,33,1
284,81,269,40,1
48,284,30,33,1
226,48,208,37,1
211,226,196,38,1
74,211,59,37,1
180,74,105,38,1
210,180,192,37,1
225,210,207,35,1
1449,225,170,37,1
1011,1449,231,37,1
1108,1011,218,49,1
219,1108,203,47,1
79,219,30,32,1
225,79,208,37,1
580,225,186,37,1
146,580,130,36,1
228,146,212,37,1
1213,228,221,48,1
269,1213,14,7,1
219,269,201,48,1
73,219,23,34,1
87,73,72,34,1
58,87,42,36,1
664,58,251,36,1
211,664,193,34,1
224,211,206,36,1
1278,224,171,36,1
844,1278,13,6,1
1105,844,218,46,1
219,1105,202,46,1
78,219,29,34,1
198,78,181,46,1
271,198,253,37,1
54,271,34,34,1
282,54,207,47,1
201,282,184,37,1
171,201,156,35,1
157,171,141,35,1
1367,157,74,37,1
44,1367,13,7,1
187,44,170,34,1
238,187,219,46,1
177,238,160,38,1
204,177,123,33,1
276,204,261,46,1
116,276,99,34,1
1198,116,205,43,1
278,1198,120,33,1
44,104,158,32,1
277,44,94,27,1
281,277,96,28,1
161,281,132,28,1
258,161,93,29,1
161,258,129,27,1
277,161,251,34,1
61,277,35,26,1
1540,61,131,30,1
297,1540,175,35,1
280,297,176,30,1
103,280,93,29,1
316,103,53,28,1
794,316,136,45,1
206,794,17,3,1
298,206,175,36,1
279,298,175,30,1
160,279,138,29,1
259,160,176,35,1
999,259,136,46,1
299,999,175,35,1
279,299,156,29,1
422,279,296,36,1
1001,422,532,50,1
297,1001,114,34,1
281,297,175,29,1
159,281,136,29,1
259,159,135,28,1
998,259,135,45,1
298,998,208,36,1
279,298,174,29,1
418,279,195,34,1
143,418,138,45,1
97,143,91,38,1
160,97,151,46,1
1397,160,335,47,1
297,1397,154,29,1
63,297,37,34,1
216,63,93,26,1
61,216,38,35,1
357,61,215,35,1
342,357,337,48,1
258,342,249,45,1
1598,258,115,43,1
299,1598,159,28,1
279,299,176,29,1
419,279,157,30,1
1062,419,134,37,1
82,1645,68,24,1
291,82,105,23,1
352,291,98,32,1
46,1679,31,23,1
321,46,173,24,1
376,321,141,23,1
295,1755,135,24,1
362,295,129,24,1
333,362,61,23,1
288,847,83,23,1
98,288,74,24,1
49,98,34,24,1
918,49,11,15,1
307,1642,65,30,1
268,307,63,24,1
98,268,42,24,1
52,98,34,24,1
352,52,8,16,1
983,1191,12,14,1
606,1763,62,30,1
67,606,44,23,1
51,67,34,25,1
306,51,9,17,1
143,343,131,25,1
204,143,116,25,1
246,204,84,25,1
225,246,50,23,1
205,225,119,24,1
795,205,107,32,1
258,795,122,25,1
117,258,101,25,1
241,117,144,31,1
699,241,62,26,1
130,699,112,26,1
377,130,144,30,1
148,377,11,23,1
207,148,112,27,1
866,207,130,30,1
144,866,128,32,1
118,144,135,24,1
453,118,167,25,1
226,453,36,24,1
223,226,56,24,1
935,223,58,25,1
121,935,107,31,1
99,121,85,24,1
40,99,135,24,1
379,40,167,25,1
339,379,111,30,1
205,339,49,25,1
146,205,36,24,1
101,304,77,23,1
115,101,93,23,1
199,115,174,30,1
1140,199,128,32,1
314,1140,152,33,1
256,314,112,24,1
255,256,108,24,1
254,255,111,24,1
255,254,111,24,1
253,255,111,24,1
1591,253,111,25,1
314,1591,76,36,1
255,314,152,29,1
257,255,133,24,1
312,257,132,25,1
255,312,17,4,1
1392,255,17,4,1
313,1392,94,28,1
255,313,133,25,1
256,255,134,24,1
256,256,133,25,1
253,256,131,24,1
312,253,130,24,1
1648,312,17,4,1
317,1648,115,28,1
312,317,130,25,1
255,312,17,4,1
255,255,17,4,1
255,255,16,4,1
1394,255,16,4,1
314,1394,114,29,1
255,314,132,25,1
314,255,132,24,1
255,314,17,4,1
255,255,17,5,1
253,255,16,5,1
1646,253,17,4,1
312,1646,113,29,1
315,312,132,25,1
255,315,16,4,1
255,255,17,4,1
254,255,16,4,1
254,254,17,4,1
1646,254,17,5,1
314,1646,114,28,1
255,314,132,25,1
314,255,133,24,1
255,314,17,5,1
254,255,16,5,1
254,254,17,4,1
1647,254,17,4,1
315,1647,114,28,1
256,315,132,25,1
255,256,131,24,1
255,255,132,24,1
254,255,131,24,1
253,254,131,25,1
1590,253,130,25,1
315,1590,115,27,1
257,315,132,24,1
253,257,130,24,1
313,253,130,24,1
254,313,17,4,1
255,254,17,4,1
1647,255,17,4,1
313,1647,114,28,1
315,313,131,25,1
255,315,16,4,1
254,255,16,5,1
255,254,17,4,1
254,255,16,5,1
1646,254,17,4,1
371,1646,94,25,1
256,371,17,4,1
255,256,16,4,1
195,255,16,4,1
255,195,131,24,1
256,255,130,25,1
1591,256,129,26,1
315,1591,95,24,1
255,315,132,25,1
257,255,132,25,1
310,257,129,24,1
256,310,18,4,1
254,256,17,5,1
1646,254,17,4,1
312,1646,94,24,1
314,312,133,26,1
256,314,17,4,1
254,256,16,4,1
255,254,17,4,1
254,255,16,5,1
1646,254,17,4,1
312,1646,93,24,1
256,312,133,24,1
256,256,132,25,1
311,256,131,25,1
255,311,17,4,1
254,255,17,4,1
1647,254,17,5,1
314,1647,76,24,1
256,314,133,25,1
256,256,132,24,1
311,256,131,25,1
255,311,17,4,1
254,255,17,4,1
1646,254,18,5,1
315,1646,73,24,1
313,315,132,24,1
256,313,17,4,1
254,256,16,4,1
254,254,16,4,1
255,254,17,4,1
1648,255,17,4,1
314,1648,115,35,1
255,314,133,25,1
255,255,133,25,1
255,255,133,24,1
255,255,133,24,1
254,255,132,24,1
1589,254,133,25,1
314,1589,115,35,1
315,314,132,24,1
628,315,134,35,1
255,628,17,4,1
254,255,17,4,1
255,254,17,5,1
254,255,17,4,1
1275,254,17,4,1
255,1275,17,4,1
255,255,17,4,1
197,255,17,4,1
255,197,133,24,1
254,255,133,25,1
1589,254,133,25,1
312,1589,115,35,1
316,312,134,25,1
256,316,17,4,1
254,256,16,4,1
255,254,17,5,1
254,255,17,4,1
1647,254,17,5,1
316,1647,95,24,1
255,316,127,24,1
255,255,128,24,1
255,255,128,24,1
255,255,127,25,1
254,255,128,24,1
1591,254,127,25,1
316,1591,114,25,1
311,316,130,25,1
256,311,17,4,1
254,256,16,4,1
255,254,17,5,1
254,255,17,4,1
1647,254,17,4,1
314,1647,115,24,1
254,314,132,24,1
314,254,133,24,1
255,314,17,4,1
255,255,17,4,1
254,255,17,4,1
1647,254,17,4,1
314,1647,115,24,1
254,314,132,24,1
314,254,133,24,1
255,314,17,4,1
255,255,17,4,1
254,255,17,4,1
1647,254,17,4,1
372,1647,113,24,1
255,372,17,3,1
256,255,17,4,1
198,256,17,3,1
255,198,129,25,1
254,255,128,25,1
1592,254,128,26,1
318,1592,138,30,1
311,318,130,25,1
255,311,17,4,1
255,255,17,4,1
255,255,17,5,1
254,255,17,4,1
1646,254,17,4,1
311,1646,152,34,1
316,311,133,24,1
255,316,17,4,1
254,255,17,4,1
256,254,18,5,1
253,256,17,4,1
1646,253,17,5,1
313,1646,115,24,1
255,313,130,25,1
256,255,131,24,1
253,256,129,25,1
256,253,131,24,1
253,256,130,25,1
1587,253,130,26,1
315,1587,134,36,1
255,315,130,24,1
313,255,131,25,1
254,313,17,4,1
255,254,17,4,1
254,255,17,4,1
1646,254,17,5,1
372,1646,114,24,1
255,372,17,4,1
255,255,17,4,1
198,255,17,4,1
255,198,128,24,1
252,255,128,24,1
1588,252,132,24,1
371,1588,135,24,1
256,371,17,5,1
255,256,17,4,1
195,255,16,4,1
255,195,131,24,1
254,255,131,24,1
1588,254,131,25,1
313,1588,154,35,1
256,313,133,25,1
315,256,133,24,1
254,315,17,4,1
255,254,17,4,1
1391,255,17,4,1
312,1391,93,24,1
256,312,132,24,1
255,256,131,25,1
254,255,132,24,1
255,254,132,25,1
254,255,132,24,1
1589,254,132,25,1
316,1589,115,24,1
253,316,130,25,1
314,253,133,24,1
254,314,17,4,1
255,254,17,4,1
1392,255,17,4,1
372,1392,115,24,1
256,372,17,4,1
255,256,17,4,1
195,255,17,4,1
255,195,131,24,1
255,255,131,25,1
1589,255,129,25,1
315,1589,114,25,1
254,315,131,24,1
257,254,132,24,1
311,257,129,24,1
255,311,16,5,1
253,255,16,4,1
1646,253,17,4,1
316,1646,136,25,1
254,316,130,23,1
256,254,132,24,1
311,256,131,25,1
255,311,16,4,1
253,255,16,4,1
1646,253,17,5,1
313,1646,114,24,1
258,313,133,25,1
311,258,130,24,1
255,311,17,5,1
254,255,16,4,1
254,254,17,4,1
1646,254,17,4,1
313,1646,114,24,1
258,313,133,24,1
311,258,130,24,1
254,311,17,4,1
255,254,17,4,1
254,255,17,4,1
1646,254,17,5,1
313,1646,135,25,1
314,313,132,25,1
255,314,16,4,1
255,255,16,4,1
255,255,16,4,1
253,255,16,4,1
1646,253,17,4,1
313,1646,113,24,1
255,313,132,24,1
314,255,133,24,1
254,314,16,4,1
1137,254,17,4,1
313,1137,112,24,1
255,313,132,24,1
257,255,132,24,1
255,257,129,25,1
1082,255,128,24,1
315,1082,134,35,1
254,315,131,24,1
254,254,132,25,1
824,254,134,24,1
1137,824,134,35,1
824,1137,16,4,1
256,824,132,25,1
312,256,131,24,1
255,312,17,4,1
254,255,16,4,1
255,254,17,4,1
1647,255,16,4,1
313,1647,97,22,1
256,313,132,25,1
255,256,130,24,1
255,255,130,24,1
254,255,129,24,1
254,254,132,24,1
1589,254,132,24,1
52,1589,154,23,1
277,52,94,35,1
256,277,131,25,1
256,256,130,25,1
252,256,129,25,1
255,252,133,24,1
256,255,132,25,1
1552,256,130,25,1
277,1552,93,29,1
253,277,130,24,1
255,253,132,25,1
254,255,132,25,1
256,254,130,25,1
256,256,129,24,1
1593,256,128,25,1
316,1593,97,23,1
253,316,130,25,1
255,253,132,25,1
254,255,132,26,1
256,254,130,24,1
255,256,129,24,1
1491,255,127,24,1
345,323,193,43,1
124,345,89,36,1
272,124,69,34,1
770,272,163,36,1
370,770,217,35,1
129,370,91,35,1
194,129,85,46,1
247,194,212,36,1
861,247,71,34,1
717,861,86,45,1
1342,717,86,46,1
568,1342,69,34,1
150,568,72,35,1
251,150,71,35,1
123,251,41,35,1
220,123,43,37,1
149,220,69,36,1
793,149,94,36,1
372,793,18,5,1
371,372,17,6,1
1416,371,18,5,1
569,1416,68,34,1
150,569,71,35,1
250,150,69,35,1
122,250,41,35,1
223,122,37,34,1
98,223,68,36,1
49,98,18,6,1
791,49,94,35,1
371,791,17,5,1
1172,371,17,5,1
177,342,147,31,1
225,177,117,30,1
97,225,67,32,1
227,97,118,29,1
96,227,63,31,1
1199,96,119,29,1
375,1199,45,30,1
398,375,120,31,1
323,398,19,29,1
1102,323,19,30,1
379,1102,48,29,1
400,379,64,31,1
319,400,88,32,1
1104,319,68,32,1
376,1104,46,29,1
396,376,19,30,1
324,396,95,31,1
1100,324,120,31,1
376,1100,48,29,1
395,376,93,31,1
330,395,94,30,1
1104,330,114,32,1
372,1104,43,31,1
398,372,70,30,1
326,398,93,31,1
1101,326,18,29,1
374,1101,44,42,1
398,374,92,32,1
320,398,64,32,1
1100,320,19,30,1
373,1100,46,31,1
386,373,95,31,1
377,386,46,28,1
396,377,89,31,1
322,396,91,32,1
1040,322,68,31,1
96,1040,15,26,1
374,96,45,27,1
398,374,91,31,1
322,398,67,31,1
1042,322,18,29,1
98,1042,17,24,1
375,98,44,30,1
400,375,92,30,1
321,400,90,31,1
1100,321,20,29,1
373,1100,70,28,1
386,373,43,30,1
376,386,66,28,1
397,376,88,30,1
377,397,197,32,1
397,377,94,32,1
325,397,94,32,1
872,325,93,32,1
0,872,43,36,1
415,364,141,36,1
440,415,122,29,1
922,440,121,29,1
460,922,81,22,1
395,460,36,29,1
858,395,99,29,1
458,858,60,29,1
397,458,82,30,1
857,397,116,30,1
457,857,184,34,1
396,457,186,37,1
856,396,81,30,1
457,856,246,34,1
399,457,123,35,1
858,399,98,30,1
459,858,37,29,1
398,459,37,32,1
163,398,135,40,1
43,163,17,21,1
1067,43,58,34,1
457,1067,39,30,1
397,457,20,22,1
815,397,122,30,1
438,815,16,29,1
480,438,16,29,1
457,480,38,29,1
397,457,20,21,1
856,397,121,30,1
41,856,39,29,1
439,41,17,29,1
32,439,16,30,1
398,32,21,21,1
857,398,121,31,1
459,857,54,37,1
396,459,17,26,1
857,396,99,30,1
480,857,53,37,1
542,480,16,30,1
43,542,37,30,1
609,43,35,29,1
398,609,20,22,1
124,398,99,30,1
979,124,18,22,1
457,979,118,30,1
396,457,39,22,1
856,396,100,30,1
458,856,37,30,1
394,458,36,37,1
858,394,121,30,1
461,858,81,30,1
396,461,38,30,1
858,396,99,29,1
480,858,81,29,1
375,480,16,29,1
400,375,100,30,1
459,400,21,21,1
457,459,58,28,1
397,457,39,30,1
815,397,100,30,1
438,815,17,30,1
483,438,17,29,1
856,483,40,36,1
398,856,121,30,1
0,398,20,21,1
48,308,19,31,1
648,48,144,31,1
595,648,193,41,1
606,595,193,32,1
199,606,171,32,1
400,199,168,38,1
607,400,42,30,1
598,607,219,31,1
353,598,42,30,1
0,353,169,38,1
94,1998,71,22,1
2311,94,39,22,1
451,801,120,21,1
108,451,89,21,1
47,108,27,22,1
156,47,135,24,1
62,156,43,16,1
232,62,119,21,1
46,232,29,22,1
2419,46,73,23,1
78,596,59,22,1
143,78,121,21,1
215,143,38,28,1
32,215,12,21,1
32,32,10,20,1
45,32,25,21,1
47,45,28,21,1
46,47,26,22,1
48,46,26,21,1
61,48,42,21,1
79,61,42,21,1
93,79,42,21,1
2561,93,43,21,1
141,580,122,22,1
297,141,75,22,1
31,297,8,21,1
47,31,9,21,1
45,47,8,22,1
46,45,12,21,1
47,46,13,21,1
62,47,12,21,1
63,62,13,21,1
77,63,12,21,1
93,77,12,21,1
155,93,12,20,1
2745,155,28,21,1
140,581,120,23,1
420,140,75,21,1
155,420,104,23,1
63,155,12,21,1
327,63,11,21,1
2745,327,26,22,1
77,580,57,22,1
482,77,74,21,1
47,482,12,21,1
46,47,11,21,1
62,46,12,20,1
63,62,13,22,1
78,63,12,22,1
93,78,56,28,1
157,93,56,28,1
2746,157,25,21,1
156,875,136,22,1
403,156,167,23,1
47,403,12,21,1
47,47,12,21,1
62,47,11,21,1
62,62,12,21,1
78,62,12,22,1
93,78,57,28,1
157,93,56,28,1
1903,157,25,22,1
1105,1699,26,22,1
225,767,187,35,1
277,225,244,43,1
381,277,293,35,1
100,381,68,34,1
225,100,193,33,1
76,225,44,26,1
2208,76,169,35,1
247,2208,168,43,1
327,247,148,34,1
601,327,171,34,1
305,601,22,34,1
374,305,19,33,1
78,374,45,31,1
229,78,189,41,1
2166,229,136,46,1
275,2166,124,36,1
200,275,94,36,1
677,200,196,35,1
301,677,95,36,1
530,301,70,34,1
1986,530,171,38,1
475,1986,144,36,1
652,475,196,36,1
351,652,94,33,1
505,351,20,33,1
1989,505,162,37,1
475,1989,119,36,1
677,475,144,35,1
302,677,95,36,1
525,302,70,35,1
1983,525,161,36,1
476,1983,144,36,1
651,476,143,35,1
352,651,94,35,1
502,352,20,33,1
1985,502,170,36,1
473,1985,92,35,1
126,473,95,34,1
551,126,246,35,1
302,551,95,35,1
529,302,70,34,1
1985,529,119,35,1
475,1985,118,35,1
125,475,95,35,1
525,125,244,35,1
352,525,95,36,1
505,352,20,34,1
1988,505,118,34,1
474,1988,92,36,1
677,474,196,35,1
302,677,95,35,1
527,302,69,34,1
1984,527,120,35,1
475,1984,118,35,1
651,475,195,35,1
352,651,94,34,1
504,352,19,35,1
1672,504,118,35,1
0,1672,27,30,1
124,612,95,33,1
199,124,89,34,1
127,199,94,34,1
248,127,143,34,1
126,248,95,36,1
274,126,167,34,1
1679,274,244,37,1
50,1679,17,46,1
225,50,193,35,1
323,225,168,43,1
375,323,65,35,1
400,375,72,34,1
378,400,97,35,1
1752,378,94,35,1
52,1752,16,46,1
100,52,69,35,1
473,100,169,42,1
349,473,47,34,1
374,349,71,34,1
374,374,123,35,1
1725,374,124,35,1
149,1725,113,36,1
449,149,195,36,1
349,449,71,35,1
428,349,97,35,1
375,428,95,35,1
1698,375,94,34,1
80,1698,45,45,1
497,80,215,48,1
326,497,113,46,1
399,326,162,47,1
376,399,163,46,1
1731,376,162,47,1
573,1731,120,42,1
402,573,95,35,1
396,402,66,35,1
374,396,97,34,1
1753,374,98,34,1
599,1753,172,35,1
377,599,72,35,1
397,377,70,36,1
374,397,98,35,1
1748,374,97,34,1
51,1748,15,46,1
524,51,122,33,1
375,524,95,36,1
396,375,95,37,1
373,396,124,35,1
1719,373,126,35,1
199,1719,169,35,1
78,199,47,42,1
125,78,88,37,1
246,125,87,34,1
322,246,95,35,1
375,322,123,34,1
373,375,172,36,1
1707,373,150,34,1
169,136,149,29,1
629,169,110,23,1
210,629,189,28,1
1562,210,110,23,1
670,1562,111,24,1
800,670,105,32,1
1699,800,105,33,1
247,1699,112,24,1
437,247,74,24,1
343,437,227,30,1
495,343,132,41,1
304,495,226,30,1
1808,304,132,39,1
152,1808,74,24,1
287,152,246,24,1
284,287,148,30,1
304,284,93,22,1
211,304,93,24,1
342,211,188,28,1
247,342,93,24,1
2208,247,92,24,1
171,2208,74,23,1
213,171,130,24,1
247,213,68,32,1
224,247,49,30,1
271,224,74,23,1
305,271,68,33,1
243,305,67,33,1
290,243,74,22,1
